web-scraper-order,web-scraper-start-url,threads,threads-href,username,text
"1595188622-6275","https://hardforum.com/forums/video-cards.3/","RGB vs YCbCr444 in Nvidia Control Panel","https://hardforum.com/threads/rgb-vs-ycbcr444-in-nvidia-control-panel.1998222/","Geezus","sirmonkey1985 said:
			
		
	
	
		
		
			not yet, 3k series will likely have HDMI 2.1 support. only thing you'd benefit from is better frame rates with a 2080 super/2080ti at 4k.
		
		Click to expand...
	
Absolutely. Plus I'm missing out on GSync because the LG OLEDs only support with with RTX cards. Sounds like I now need a video card to use my display to its full potential, which is the opposite of what it's usually been."
"1595188616-6212","https://hardforum.com/forums/video-cards.3/","GPU Support for new 27"" 110P Monitor?","https://hardforum.com/threads/gpu-support-for-new-27-110p-monitor.1998491/","techbob","RazorWind said:
			
		
	
	
		
		
			Something like this?

https://www.amazon.com/ZOTAC-GeForc...ild=1&keywords=GTX+1050&qid=1593701444&sr=8-2



That card is bus powered and has both DVI and DisplayPort.  It should do exactly what you need.



There are cheaper options, such as the 1050 that would also do what you need, but they may be harder to find at this point.  Used RX580s are also abundant and pretty cheap, but they generally require more power, and may necessitate a power supply upgrade.



Is the case this is going in a weirdo ITX case or anything like that, where longer cards won't fit?
		
		Click to expand...
	
Isn't that overkill for my needs? Would displayport drive from the on board graphics drive the 1440p monitor OK? I don't care about frame rates and gaming stuff for this rig.



Also, my case is full ATX so size isn't an issue."
"1595188599-6090","https://hardforum.com/forums/video-cards.3/","Does the Microsoft Basic Display Adapter Driver provide any 3D acceleration at all? -nt","https://hardforum.com/threads/does-the-microsoft-basic-display-adapter-driver-provide-any-3d-acceleration-at-all-nt.1997793/","erek","<img src=""https://hardforum.com/data/attachment-files/2020/06/354878_1592008157261.png"" data-url="""" class=""bbImage"" data-zoom-target=""1"" alt=""1592008157261.png"" style="""" />"
"1595188658-6630","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","RamonGTP","No moves being made here. I’m just hoping they pop up on Dell.com before my $700+ in rewards expire."
"1595188646-6513","https://hardforum.com/forums/video-cards.3/","What low profile video card will fit Dell Optiplex SFF 3010 (Dells specifies AMD Radeon R5 240 1gb but I want something better.)","https://hardforum.com/threads/what-low-profile-video-card-will-fit-dell-optiplex-sff-3010-dells-specifies-amd-radeon-r5-240-1gb-but-i-want-something-better.1998848/","crazycrave","The only one slot card I have on hand is a Evga 8800 GT lol.. man have we evolved.."
"1595188658-6643","https://hardforum.com/forums/video-cards.3/","Who's making moves to get ready for the new release of cards?","https://hardforum.com/threads/whos-making-moves-to-get-ready-for-the-new-release-of-cards.1998625/","Smoblikat","No plans to upgrade yet, 980Ti is still doing fine. I am interested in how the benchmarks look though."
"1595188654-6565","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","GoldenTiger","kirbyrj said:
			
		
	
	
		
		
			It's hard to say as we don't know what the reference designs look like.
		
		Click to expand...
	
I'm hoping the nvidia one will be the same as last time at 10.5""."
"1595188627-6324","https://hardforum.com/forums/video-cards.3/","Gpu has exceeded temperature threshold","https://hardforum.com/threads/gpu-has-exceeded-temperature-threshold.1996940/","Psycrow","Try download Hw info and run the monitor only startup while you load any benchmark.

Then there is a section in the recordet info from HW info that shows the fans rmp and other usefull stuff.



Look if the both fans has the same rpm or if they blow on full load or half load.

But yes get some quality thermal paste and make sure you get it even out, so you dont miss any spots.



I had to RMA my 2080 ti RTX card since it was doing something similar. Gigabyte replaced the thermal paste for me cuz it was still a new card."
"1595188608-6143","https://hardforum.com/forums/video-cards.3/","What vga to throw in this rig?","https://hardforum.com/threads/what-vga-to-throw-in-this-rig.1997551/","Furious_Styles","No need for 10th imo if you have a good board.  8700/9900 are still great CPUs.  As for VGA, might want to wait for 30xx series.  1070 is a cheap stopgap until then."
"1595188648-6524","https://hardforum.com/forums/video-cards.3/","driver questions re: potato Mobile FirePro- forcing gaming driver?","https://hardforum.com/threads/driver-questions-re-potato-mobile-firepro-forcing-gaming-driver.1998925/","KATEKATEKATE","pendragon1 said:
			
		
	
	
		
		
			you grabbed the regular drivers but it installs the pro control panel?
		
		Click to expand...
	
yeah, seemed weird to me too. The only driver that comes up for the M4150 on AMDs site is from way back in 2015 so I selected M260x instead but it still installs the pro driver and control panel



edit to add- I am installing the driver with the laptop on airplane mode to avoid any auto-downloading shenanigans with the installer (or windows update for that matter)"
"1595188635-6424","https://hardforum.com/forums/video-cards.3/","Hopper in 1 year and not 2?","https://hardforum.com/threads/hopper-in-1-year-and-not-2.1998854/","Armenius","Stoly said:
			
		
	
	
		
		
			I would have believed it if ""Big Ampere"" wasn't released already. But it seems nvidia has consolidated top to bottom. After Volta/Turing.  They are still missing a SoC for their self driving/AI/robotics solutions, so there's that.



I do think nvidia could come up with a ""tweaked ampere refresh"" on a smaller process if its viable.
		
		Click to expand...
	
When was the last time they did that?  With Tesla 11 years ago?"
"1595188595-6067","https://hardforum.com/forums/video-cards.3/","DisplayPort to Dual Link DVI adapters for 2560x1440?","https://hardforum.com/threads/displayport-to-dual-link-dvi-adapters-for-2560x1440.1954222/","kyriptic","atiUser said:
			
		
	
	
		
		
			Hi Kyriptic

I have the same issue, with CrossOver 27QLED with only DVI ports, and I may need to change my display card soon.



Are you still using the DVI to DisplayPort adaptor? and any other comments you have about it would be appreciated.



Thanks
		
		Click to expand...
	
Yeah, still using the same adapter. One odd thing that just started happening, now if you leave your computer on 24/7 after like a week+ it will start artifacting but if I unplug it and plug it back everything goes back to normal. It has been plugged in and on, none stop for over a yr."
"1595188654-6589","https://hardforum.com/forums/video-cards.3/","Are you going for reference Big Navi/RTX 3xxx or waiting for AIB offers?","https://hardforum.com/threads/are-you-going-for-reference-big-navi-rtx-3xxx-or-waiting-for-aib-offers.1997399/","WarriorX","Waiting for benchmarks.  Not sure what the differences are for reference cards but every GPU I have owned was an AIB."
"1595188589-6025","https://hardforum.com/forums/video-cards.3/","What is up with the used graphics card price market?","https://hardforum.com/threads/what-is-up-with-the-used-graphics-card-price-market.1996980/","Eviljoker","It's simple.  Covid (board and more time at home) , ALOT of free extra $$$. And boom supply and demand goes up.  Supply harder to get(covid) and used goes on the high end of selling.  More and more PC components are out of stock. 



 It took 3 weeks to even find a PSU that wasnt 300$ for one that normally goes around 80-110$"
"1595188622-6277","https://hardforum.com/forums/video-cards.3/","RGB vs YCbCr444 in Nvidia Control Panel","https://hardforum.com/threads/rgb-vs-ycbcr444-in-nvidia-control-panel.1998222/","CrimsonKnight13","sirmonkey1985 said:
			
		
	
	
		
		
			didn't realize they locked it down to turing only.. that's dumb..
		
		Click to expand...
	
I thought you could force it on with the G-Sync options even with a G-Sync monitor? I have a Freesync v1 monitor that I've been able to use with it."
"1595188633-6386","https://hardforum.com/forums/video-cards.3/","Graphics Card Autopsy - MSI 980 Ti ""Golden Edition""","https://hardforum.com/threads/graphics-card-autopsy-msi-980-ti-golden-edition.1993063/","RazorWind","Solan said:
			
		
	
	
		
		
			Chiming in here, I've got a recently deceased MSI 980 Ti Gaming over a year out of warranty 



Mosfet Q502 (AON 7403) died with a puff of smoke, taking down one of the power inputs. (Doesn't power on when the left 8-pin PCIE power is connected, fans spin but doesn't post with the right 8-pin only)



View attachment 249285



I tried to remove it but it crumbled to bits as soon as I touched it and took some contact pads and left its bottom plate.



View attachment 249286



One further attempts went worse. Lost R502 (though the contacts look ok) and lifted more of the top layer.



View attachment 249289



Any chance this is still salvageable with jumps/chaining a mosfet some where?



Also, I'm in Austin (near Arboretum). I don't suppose you offer any repairs services as a side business?  Wish I had found this thread before I attempted to work on it myself as I'm guessing its original state was easily repairable...



Thanks!
		
		Click to expand...
	
With no offense intended, you should stop messing with it before you make it worse.  I gather you did that with a soldering iron?



I'd have to have the card in my hands to say for sure, but I suspect that's probably still salvageable, assuming there isn't any other damage.  I don't offer graphics card repairs as a service for hire, mainly for the reason that it isn't really practical to do as a business, but also because I fail more often than I succeed, as was the case with the card in this thread.  That said, I once offered to look at a card for another [H] member for free, with the understanding that the possibility exists I may it worse, and that I'd make some content for the forum and Youtube.



If you're OK with those terms, I could probably offer the same deal to you.  That would be a pretty good way for this thread to conclude, now that I think about it."
